Group,Category,Function
Common,Attack,attack_app_proxy
Common,Attack,attack_tcp_syn
Common,Attack,attack_start
Common,Attack,attack_get_opt_ip
Common,Attack,attack_get_opt_int
Common,Attack,attack_udp_vse
Common,Attack,attack_udp_plain
Common,Attack,attack_gre_eth
Common,Attack,attack_parse
Common,Attack,attack_app_http
Common,Attack,attack_kill_all
Common,Attack,attack_app_cfnull
Common,Attack,attack_tcp_ack
Common,Attack,attack_tcp_stomp
Common,Attack,attack_udp_dns
Common,Attack,attack_init
Common,Attack,attack_gre_ip
Common,Attack,attack_get_opt_str
Common,Memory,__malloc_trim
Common,Memory,detach_arena
Common,Memory,__malloc_info
Common,Memory,malloc_printerr
Common,Memory,_int_malloc
Common,Memory,ptmalloc_init
Common,Memory,__malloc_stats
Common,Memory,arena_get_retry
Common,Memory,sysmalloc_mmap_fallback
Common,Memory,__malloc_arena_thread_freeres
Common,Memory,sysmalloc_mmap
Common,Memory,__malloc_thp_mode
Common,Memory,sysmalloc
Common,Memory,__malloc_default_thp_pagesize
Common,Memory,__malloc_fork_unlock_child
Common,Memory,arena_get2
Common,Memory,__libc_malloc
Common,Memory,__malloc_fork_unlock_parent
Common,Memory,malloc_consolidate
Common,Memory,__malloc_hugepage_config
Common,Memory,__malloc_usable_size
Common,Memory,__malloc_fork_lock_parent
Common,Libc,__libc_valloc
Common,Libc,__libc_realloc
Common,Libc,__libc_cleanup_pop_restore
Common,Libc,__libc_fatal
Common,Libc,__libc_cleanup_push_defer
Common,Libc,__libc_setenv_freemem
Common,Libc,__libc_alloca_cutoff
Common,Libc,__libc_printf_freemem
Common,Libc,__libc_scratch_buffer_set_array_size
Common,Libc,__libc_sendto
Common,Libc,__libc_early_init
Common,Libc,__libc_open
Common,Libc,__libc_sigaction
Common,Libc,__libc_dynarray_at_failure
Common,Libc,__libc_dynarray_emplace_enlarge
Common,Libc,__libc_connect
Common,Libc,__glibc_morecore
Common,Libc,__libc_openat64
Common,Libc,__libc_mallinfo2
Common,Libc,__libc_memalign
Common,Libc,__libc_fcntl
Common,Libc,__libc_setup_tls
Common,Libc,__libc_read
Common,Libc,__libc_mallinfo
Common,Libc,__libc_localealias_freemem
Common,Libc,__libc_message_impl
Common,Libc,__libc_assert_fail
Common,Libc,__libc_mallopt
Common,Libc,__libc_send
Common,Libc,__libc_start_main_impl
Common,Libc,__libc_write
Common,Libc,__libc_accept
Common,Libc,__libc_calloc
Common,Libc,__libc_check_standard_fds
Common,Libc,__libc_free
Common,Libc,__libc_init_first
Common,Libc,__libc_scratch_buffer_grow_preserve
Common,Libc,__libc_start_call_main
Common,Libc,__libc_recvfrom
Common,Libc,__libc_atfork_freemem
Common,Libc,__libc_recv
Common,Libc,__libc_fork
Common,Libc,__libc_pvalloc
Common,Networking,__inet_addr
Common,Networking,inet_aton_end
Common,Networking,__inet_aton_exact
Common,Networking,__socket
Common,Networking,__inet_aton_ignore_trailing
Common,System Call,__syscall_error
ARM Only,Other,__gnu_Unwind_RaiseException
ARM Only,Other,_Unwind_VRS_Pop
ARM Only,Other,__sync_fetch_and_nand_4
ARM Only,Other,__aeabi_cdrcmple
ARM Only,Other,__aeabi_unwind_cpp_pr1
ARM Only,Other,cache_rpath
ARM Only,Other,.divsi3_skip_div0_test
ARM Only,Other,___Unwind_Resume_or_Rethrow
ARM Only,Other,__aeabi_dcmpgt
ARM Only,Other,__aeabi_dcmple
ARM Only,Other,__default_sa_restorer
ARM Only,Other,__sync_lock_release_8
ARM Only,Other,__sync_fetch_and_and_1
ARM Only,Other,_Unwind_Complete
ARM Only,Other,__aeabi_read_tp
ARM Only,Other,parse_lsda_header
ARM Only,Other,_start
ARM Only,Other,__sync_fetch_and_sub_4
ARM Only,Other,__divsi3
ARM Only,Other,__cmpdf2
ARM Only,Other,__sync_sub_and_fetch_4
ARM Only,Other,__gnu_unwind_get_pr_addr
ARM Only,Other,__sync_fetch_and_or_2
ARM Only,Other,__gnu_Unwind_Save_VFP
ARM Only,Other,__gnu_Unwind_Save_VFP_D_16_to_31
ARM Only,Other,__sync_bool_compare_and_swap_2
ARM Only,Other,__aeabi_dcmpeq
ARM Only,Other,___Unwind_Resume
ARM Only,Other,__sync_or_and_fetch_4
ARM Only,Other,__sync_fetch_and_add_4
ARM Only,Other,__gnu_Unwind_Restore_WMMXD
ARM Only,Other,base_of_encoded_value
ARM Only,Other,__gnu_Unwind_Restore_WMMXC
ARM Only,Other,__sync_val_compare_and_swap_1
ARM Only,Other,__sync_fetch_and_add_1
ARM Only,Other,___Unwind_ForcedUnwind
ARM Only,Other,__sync_fetch_and_xor_2
ARM Only,Other,search_EIT_table
ARM Only,Other,__sync_bool_compare_and_swap_1
ARM Only,Other,strlen
ARM Only,Other,_Unwind_VRS_Get
ARM Only,Other,__sync_sub_and_fetch_1
ARM Only,Other,__sync_and_and_fetch_4
ARM Only,Other,__aeabi_ldiv0
ARM Only,Other,__aeabi_dcmpge
ARM Only,Other,__restore_core_regs
ARM Only,Other,__sync_sub_and_fetch_2
ARM Only,Other,__sync_lock_test_and_set_2
ARM Only,Other,unwind_UCB_from_context
ARM Only,Other,__sync_xor_and_fetch_1
ARM Only,Other,__sync_or_and_fetch_2
ARM Only,Other,_Unwind_VRS_Set
ARM Only,Other,__sync_lock_test_and_set_1
ARM Only,Other,__sync_lock_test_and_set_4
ARM Only,Other,__aeabi_uidivmod
ARM Only,Other,__sync_fetch_and_and_4
ARM Only,Other,get_eit_entry
ARM Only,Other,__sync_or_and_fetch_1
ARM Only,Other,__gnu_Unwind_Restore_VFP_D_16_to_31
ARM Only,Other,__sync_fetch_and_sub_1
ARM Only,Other,__sync_val_compare_and_swap_2
ARM Only,Other,unwind_phase2
ARM Only,Other,__sync_fetch_and_xor_1
ARM Only,Other,__sync_nand_and_fetch_1
ARM Only,Other,__sync_nand_and_fetch_4
ARM Only,Other,__aeabi_unwind_cpp_pr0
ARM Only,Other,__sync_lock_release_1
ARM Only,Other,__sync_and_and_fetch_1
ARM Only,Other,__sync_add_and_fetch_4
ARM Only,Other,__aeabi_dcmplt
ARM Only,Other,relocate_pc24
ARM Only,Other,__sync_synchronize
ARM Only,Other,__gnu_Unwind_Resume
ARM Only,Other,__gnu_Unwind_Restore_VFP
ARM Only,Other,__gnu_Unwind_Backtrace
ARM Only,Other,__gnu_Unwind_Save_VFP_D
ARM Only,Other,__longjmp
ARM Only,Other,unwind_phase2_forced
ARM Only,Other,__sync_val_compare_and_swap_4
ARM Only,Other,_Unwind_decode_typeinfo_ptr
ARM Only,Other,__gnu_unwind_pr_common
ARM Only,Other,__gtdf2
ARM Only,Other,__sync_add_and_fetch_1
ARM Only,Other,restore_non_core_regs
ARM Only,Other,call_weak_fn
ARM Only,Other,__ltdf2
ARM Only,Other,__gnu_unwind_execute
ARM Only,Other,___Unwind_Backtrace
ARM Only,Other,__sync_and_and_fetch_2
ARM Only,Other,__gnu_Unwind_Resume_or_Rethrow
ARM Only,Other,__aeabi_idivmod
ARM Only,Other,__gnu_unwind_frame
ARM Only,Other,__sync_fetch_and_or_4
ARM Only,Other,__sync_lock_release_2
ARM Only,Other,__sync_lock_release_4
ARM Only,Other,__aeabi_cdcmpeq
ARM Only,Other,__sync_fetch_and_add_2
ARM Only,Other,__sync_fetch_and_nand_1
ARM Only,Other,__gnu_Unwind_ForcedUnwind
ARM Only,Other,__sync_fetch_and_or_1
ARM Only,Other,__aeabi_unwind_cpp_pr2
ARM Only,Other,__sync_fetch_and_nand_2
ARM Only,Other,__gnu_Unwind_Save_WMMXC
ARM Only,Other,__sync_fetch_and_sub_2
ARM Only,Other,__sync_fetch_and_xor_4
ARM Only,Other,next_unwind_byte
ARM Only,Other,__sync_fetch_and_and_2
ARM Only,Other,__sync_add_and_fetch_2
ARM Only,Other,__sync_xor_and_fetch_2
ARM Only,Other,___Unwind_RaiseException
ARM Only,Other,__sync_bool_compare_and_swap_4
ARM Only,Other,__udivsi3
ARM Only,Other,__gnu_Unwind_Save_WMMXD
ARM Only,Other,__gnu_Unwind_Restore_VFP_D
ARM Only,Other,__sync_xor_and_fetch_4
ARM Only,Other,selfrel_offset31
ARM Only,Other,__default_rt_sa_restorer
ARM Only,Other,__sync_nand_and_fetch_2
ARM Only,Dynamic Linker,_dl_tlsdesc_return
ARM Only,Dynamic Linker,_dl_tlsdesc_undefweak
ARM Only,Dynamic Linker,_dl_unmap
MIPS Only,Other,version_lock_validate
MIPS Only,Other,_Unwind_ForcedUnwind_Phase2
MIPS Only,Other,.pic.ntohs
MIPS Only,Other,__register_frame
MIPS Only,Other,.pic.open
MIPS Only,Other,__ctzsi2
MIPS Only,Other,__sigsetjmp_aux
MIPS Only,Other,.pic.raise
MIPS Only,Other,btree_release_tree_recursively
MIPS Only,Other,_Unwind_Find_FDE
MIPS Only,Other,uw_update_context_1
MIPS Only,Other,_Unwind_GetIP
MIPS Only,Other,add_fdes
MIPS Only,Other,__futex_abstimed_wait_common
MIPS Only,Other,_wordcopy_fwd_dest_aligned
MIPS Only,Other,.pic.opendir
MIPS Only,Other,.pic.read
MIPS Only,Other,.pic.recvfrom
MIPS Only,Other,execute_cfa_program_generic
MIPS Only,Other,.pic.accept
MIPS Only,Other,.pic.memset
MIPS Only,Other,.pic.bind
MIPS Only,Other,_Unwind_Backtrace
MIPS Only,Other,_Unwind_SetGRPtr
MIPS Only,Other,.pic.unlink
MIPS Only,Other,version_lock_unlock_exclusive
MIPS Only,Other,.pic.close
MIPS Only,Other,.pic.sleep
MIPS Only,Other,fde_unencoded_extract
MIPS Only,Other,__deregister_frame_info_bases
MIPS Only,Other,__condvar_dec_grefs
MIPS Only,Other,fde_unencoded_compare
MIPS Only,Other,_Unwind_Resume_or_Rethrow
MIPS Only,Other,__clzsi2
MIPS Only,Other,_wordcopy_fwd_aligned
MIPS Only,Other,fde_mixed_encoding_extract
MIPS Only,Other,get_cie_encoding
MIPS Only,Other,.pic.memmove
MIPS Only,Other,__deregister_frame_info
MIPS Only,Other,classify_object_over_fdes
MIPS Only,Other,_wordcopy_bwd_aligned
MIPS Only,Other,_Unwind_FindEnclosingFunction
MIPS Only,Other,uw_init_context_1
MIPS Only,Other,_Unwind_GetGRPtr
MIPS Only,Other,.pic.setsid
MIPS Only,Other,fde_single_encoding_compare
MIPS Only,Other,.pic.closedir
MIPS Only,Other,size_of_encoded_value
MIPS Only,Other,.pic.ntohl
MIPS Only,Other,_Unwind_SetGRValue
MIPS Only,Other,fde_mixed_encoding_compare
MIPS Only,Other,_Unwind_RaiseException
MIPS Only,Other,btree_allocate_node
MIPS Only,Other,.pic.sigaddset
MIPS Only,Other,btree_release_node
MIPS Only,Other,btree_remove
MIPS Only,Other,_Unwind_GetIPInfo
MIPS Only,Other,elf_machine_matches_host
MIPS Only,Other,fde_radixsort
MIPS Only,Other,register_pc_range_for_object
MIPS Only,Other,.pic.sigemptyset
MIPS Only,Other,.pic.chdir
MIPS Only,Other,__condvar_release_lock
MIPS Only,Other,_Unwind_ForcedUnwind
MIPS Only,Other,__start
MIPS Only,Other,_Unwind_SetSpColumn
MIPS Only,Other,execute_stack_op
MIPS Only,Other,get_pc_range
MIPS Only,Other,get_fde_encoding
MIPS Only,Other,execute_cfa_program_specialized
MIPS Only,Other,.pic.setsockopt
MIPS Only,Other,.pic.fork
MIPS Only,Other,__register_frame_table
MIPS Only,Other,_Unwind_SetIP
MIPS Only,Other,init_dwarf_reg_size_table
MIPS Only,Other,.pic.memcpy
MIPS Only,Other,btree_node_find_inner_slot
MIPS Only,Other,uw_frame_state_for
MIPS Only,Other,_Unwind_RaiseException_Phase2
MIPS Only,Other,.pic.__errno_location
MIPS Only,Other,.pic.signal
MIPS Only,Other,.pic.select
MIPS Only,Other,.pic.prctl
MIPS Only,Other,__frame_state_for
MIPS Only,Other,linear_search_fdes
MIPS Only,Other,.pic.atoi
MIPS Only,Other,__condvar_confirm_wakeup
MIPS Only,Other,__register_frame_info
MIPS Only,Other,_Unwind_Resume
MIPS Only,Other,uw_update_context
MIPS Only,Other,.pic.getppid
MIPS Only,Other,__condvar_cancel_waiting
MIPS Only,Other,execute_cfa_program
MIPS Only,Other,elf_machine_reject_phdr_p
MIPS Only,Other,uw_install_context_1
MIPS Only,Other,__strlen
MIPS Only,Other,.pic.ioctl
MIPS Only,Other,__register_frame_info_table_bases
MIPS Only,Other,frame_downheap
MIPS Only,Other,__ledf2
MIPS Only,Other,.pic.exit
MIPS Only,Other,____longjmp
MIPS Only,Other,.pic.fcntl
MIPS Only,Other,.pic.connect
MIPS Only,Other,__deregister_frame
MIPS Only,Other,.pic.__deregister_frame_info
MIPS Only,Other,__register_frame_info_bases
MIPS Only,Other,.pic.write
MIPS Only,Other,.pic.recv
MIPS Only,Other,fpabi_string
MIPS Only,Other,btree_insert
MIPS Only,Other,.pic.readdir
MIPS Only,Other,.pic.sendto
MIPS Only,Other,_wordcopy_bwd_dest_aligned
MIPS Only,Other,.pic.getsockopt
MIPS Only,Other,version_lock_lock_exclusive
MIPS Only,Other,.pic.calloc
MIPS Only,Other,.pic.listen
MIPS Only,Other,btree_destroy
MIPS Only,Other,.pic.time
MIPS Only,Other,.pic.__register_frame_info
MIPS Only,Other,.pic.getpid
MIPS Only,Other,__bswapsi2
MIPS Only,Other,release_registered_frames
MIPS Only,Other,.pic.free
MIPS Only,Other,.pic.getsockname
MIPS Only,Other,fde_single_encoding_extract
MIPS Only,Other,.pic.clock
MIPS Only,Other,.pic.realloc
MIPS Only,Other,__condvar_cleanup_waiting
MIPS Only,Other,base_from_object
MIPS Only,Other,__register_frame_info_table
MIPS Only,Other,.pic.send
MIPS Only,Other,.pic.kill
MIPS Only,Other,.pic.sigprocmask
MIPS Only,Threading,__pthread_mutex_cond_lock_full
MIPS Only,Threading,__pthread_mutex_cond_lock_adjust
MIPS Only,Threading,__pthread_mutex_cond_lock
MIPS Only,Threading,___pthread_cond_wait
MIPS Only,Threading,___pthread_cond_timedwait
MIPS Only,Threading,___pthread_cond_clockwait64
MIPS Only,Threading,___pthread_cond_timedwait64
MIPS Only,Threading,___pthread_cond_broadcast
MIPS Only,Threading,___pthread_cond_signal
MIPS Only,Threading,___pthread_cond_clockwait
MIPS Only,Memory,.pic.malloc
MIPS Only,Dynamic Linker,btree_handle_root_split
MIPS Only,Dynamic Linker,.pic.readlink
MIPS Only,Dynamic Linker,_dl_runtime_pltresolve
MIPS Only,Dynamic Linker,__dl_runtime_resolve
MIPS Only,Networking,.pic.socket
MIPS Only,Networking,.pic.inet_addr
MIPS Only,System Call,__mips_syscall5
MIPS Only,System Call,__mips_syscall6
